"LABEL","PLATFORM","TYPE","RUSSIAN","ENGLISH","AMERICAN"
"DX_SUPERGIRL_EARTHDOESNTHAVE","All","Subtitle","Supergirl: Earth doesn't have just one hero any more. Now it has Supergirl... and apparently LOTS of others!","Супергёрл: У Земли теперь не один герой. Теперь у неё есть Супергёрл... и, похоже, ЕЩЁ ЦЕЛАЯ КУЧА других!","Супергёрл: У Земли теперь не один герой. Теперь у неё есть Супергёрл... и, похоже, ЕЩЁ ЦЕЛАЯ КУЧА других!"
"DX_SUPERGIRL_HEYIFAYELLOWSUN","All","Subtitle","Supergirl: Hey, if a yellow sun can charge my super powers then a yellow car should work out great!","Супергёрл: Эй, если жёлтое солнце заряжает мои суперспособности, то жёлтая машина тоже должна отлично сработать!","Супергёрл: Эй, если жёлтое солнце заряжает мои суперспособности, то жёлтая машина тоже должна отлично сработать!"
"DX_SUPERGIRL_HEYKALHOWSIT","All","Subtitle","Supergirl: Hey, Kal! How's it going? Seems like I keep missing you lately!","Супергёрл: Привет, Кал! Как дела? Такое чувство, что я вечно тебя упускаю!","Супергёрл: Привет, Кал! Как дела? Такое чувство, что я вечно тебя упускаю!"
"DX_SUPERGIRL_ICOMEFROMA","All","Subtitle","Supergirl: I come from a family of great scientific minds... I mean, how hard could this be?","Супергёрл: Я выросла в семье выдающихся учёных... Да что тут может быть сложного?","Супергёрл: Я выросла в семье выдающихся учёных... Да что тут может быть сложного?"
"DX_SUPERGIRL_IDONTSEETHIS","All","Subtitle","Supergirl: I don't see this being a problem... Not to jinx it or anything...","Супергёрл: Не думаю, что это станет проблемой... Только бы не сглазить...","Супергёрл: Не думаю, что это станет проблемой... Только бы не сглазить..."
"DX_SUPERGIRL_IDUNNOABOUTTHIS","All","Subtitle","Supergirl: I dunno about this... Even being 'super' has its limitations...","Супергёрл: Не знаю... Даже у супергероев есть предел возможностей...","Супергёрл: Не знаю... Даже у супергероев есть предел возможностей..."
"DX_SUPERGIRL_IMDEFINITELY","All","Subtitle","Supergirl: I'm definitely digging the blue! Maybe it should be Super-'GIRL' Racing instead of Super-Sonic Racing...","Супергёрл: Мне определённо идёт синий! Может, стоит назвать это не Super Sonic Racing, а SuperGIRL Racing?","Супергёрл: Мне определённо идёт синий! Может, стоит назвать это не Super Sonic Racing, а SuperGIRL Racing?"
"DX_SUPERGIRL_IMGUESSINGWERE","All","Subtitle","Supergirl: I'm guessing we're beyond the point of just talking this out then, huh?","Супергёрл: Похоже, разговорами дело уже не решить, да?","Супергёрл: Похоже, разговорами дело уже не решить, да?"
"DX_SUPERGIRL_INTRODUCINGTHE","All","Subtitle","Supergirl: Introducing the Supergirl from Krypton!","Супергёрл: Представляем — Супергёрл с Криптона!","Супергёрл: Представляем — Супергёрл с Криптона!"
"DX_SUPERGIRL_ISITWEIRDTHAT","All","Subtitle","Supergirl: Is it weird that all this is starting to feel like a normal day to me?","Супергёрл: Это странно, что всё происходящее начинает казаться мне обычным днём?","Супергёрл: Это странно, что всё происходящее начинает казаться мне обычным днём?"
"DX_SUPERGIRL_IWONDERIFTHISIS","All","Subtitle","Supergirl: I wonder if this is what the Phantom Zone is like! Probably not as colourful!","Супергёрл: Интересно, так выглядит Призрачная зона? Хотя вряд ли она такая красочная!","Супергёрл: Интересно, так выглядит Призрачная зона? Хотя вряд ли она такая красочная!"
"DX_SUPERGIRL_MAKEWAYFORTHE","All","Subtitle","Supergirl: Make way for the Girl of Steel!","Супергёрл: Дорогу Девушке из Стали!","Супергёрл: Дорогу Девушке из Стали!"
"DX_SUPERGIRL_NOTHINGSGONNA","All","Subtitle","Supergirl: Nothing's gonna stop me today!","Супергёрл: Сегодня меня ничто не остановит!","Супергёрл: Сегодня меня ничто не остановит!"
"DX_SUPERGIRL_NOWTHISISMORE","All","Subtitle","Supergirl: Now this is more like it! Evil do-ers beware and... y'know... all that good stuff!","Супергёрл: Вот это уже больше похоже на дело! Злодеи, берегитесь... Ну и... всё такое!","Супергёрл: Вот это уже больше похоже на дело! Злодеи, берегитесь... Ну и... всё такое!"
"DX_SUPERGIRL_OHYOUHAVEGOTTO","All","Subtitle","Supergirl: Oh, you have GOT to be kidding me!","Супергёрл: Да вы ИЗДЕВАЕТЕСЬ!","Супергёрл: Да вы ИЗДЕВАЕТЕСЬ!"
"DX_SUPERGIRL_OKAYITHINKI","All","Subtitle","Supergirl: Okay, I think I should be able to handle this...","Супергёрл: Ладно, думаю, я справлюсь...","Супергёрл: Ладно, думаю, я справлюсь..."
"DX_SUPERGIRL_OKAYSOWHOSGOTA","All","Subtitle","Supergirl: Okay, so... Who's got a plan? I mean, I know *I've* got a plan but I wanna hear everyone else's first, just in case...","Супергёрл: Итак... У кого есть план? У меня-то он точно есть, но сначала хочу послушать остальных. На всякий случай...","Супергёрл: Итак... У кого есть план? У меня-то он точно есть, но сначала хочу послушать остальных. На всякий случай..."
"DX_SUPERGIRL_SAYDIDNTIPASS","All","Subtitle","Supergirl: Say, didn't I pass your home planet on my way to Earth?","Супергёрл: Слушай, я ведь случайно не пролетала мимо твоей планеты по пути на Землю?","Супергёрл: Слушай, я ведь случайно не пролетала мимо твоей планеты по пути на Землю?"
"DX_SUPERGIRL_SORRYIVEGOTLIKE","All","Subtitle","Supergirl: Sorry, I've got, like, 52 things to do today. I'll be back soon. I promise!","Супергёрл: Простите, но у меня сегодня, наверное, дел пятьдесят два. Скоро вернусь. Обещаю!","Супергёрл: Простите, но у меня сегодня, наверное, дел пятьдесят два. Скоро вернусь. Обещаю!"
"DX_SUPERGIRL_SORRYTOMAKETHIS","All","Subtitle","Supergirl: Sorry to make this a flying visit, guys but I gotta go. Heh... 'flying visit'... I never even meant to say that!","Супергёрл: Извините, что визит получился таким коротким — мне уже пора. Ха... короткий полёт... Я даже не специально это сказала!","Супергёрл: Извините, что визит получился таким коротким — мне уже пора. Ха... короткий полёт... Я даже не специально это сказала!"
"DX_SUPERGIRL_SOWHYEXACTLYARE","All","Subtitle","Supergirl: So why exactly are they trying to fight me? Do they just not like my cape or something?","Супергёрл: И почему они вообще решили со мной сражаться? Им что, мой плащ не нравится?","Супергёрл: И почему они вообще решили со мной сражаться? Им что, мой плащ не нравится?"
"DX_SUPERGIRL_THISSHOULDBE","All","Subtitle","Supergirl: This should be 'super' useful!... Oh man, that was bad. Why can't 'making puns' be one of my powers?","Супергёрл: Это должно быть ОЧЕНЬ полезно!... Ох, ну и каламбур. Почему чувство юмора не входит в список моих суперсил?","Супергёрл: Это должно быть ОЧЕНЬ полезно!... Ох, ну и каламбур. Почему чувство юмора не входит в список моих суперсил?"
"DX_SUPERGIRL_TIMETOUSEMY","All","Subtitle","Supergirl: Time to use my SUPER intelligence!... Okay, Kara. Don't build yourself up too much. Now they're gonna expect you to deliver!","Супергёрл: Пора использовать мой СУПЕРинтеллект!... Так, Кара. Не перехваливай себя. Теперь все будут ждать от тебя чуда!","Супергёрл: Пора использовать мой СУПЕРинтеллект!... Так, Кара. Не перехваливай себя. Теперь все будут ждать от тебя чуда!"
"DX_SUPERGIRL_UMMHELLOGENERIC","All","Subtitle","Supergirl: Umm... Hello, generic bad guys! I'm totally sure you'll do well in your attempts to stop us.","Супергёрл: Эмм... Привет, безымянные злодеи! Уверена, ваши попытки нас остановить будут... очень старательными.","Супергёрл: Эмм... Привет, безымянные злодеи! Уверена, ваши попытки нас остановить будут... очень старательными."
"DX_SUPERGIRL_WEGOTITNICEWORK","All","Subtitle","Supergirl: We got it! Nice work, you guys!","Супергёрл: Получилось! Отличная работа, ребята!","Супергёрл: Получилось! Отличная работа, ребята!"
"DX_SUPERGIRL_WERENOTSTUCK","All","Subtitle","Supergirl: We're not stuck looping around the sun or something, are we? I've, uh, heard that can happen... to some people...","Супергёрл: Мы ведь не застряли на орбите вокруг Солнца? Я... слышала, что с некоторыми такое случалось...","Супергёрл: Мы ведь не застряли на орбите вокруг Солнца? Я... слышала, что с некоторыми такое случалось..."
"DX_SUPERGIRL_WHEREAMIOH","All","Subtitle","Supergirl: Where am I? Oh, whatever. Time for another adventure!","Супергёрл: Где это я? Да какая разница. Время для нового приключения!","Супергёрл: Где это я? Да какая разница. Время для нового приключения!"
"DX_SUPERGIRL_WHOAHIMOKAY","All","Subtitle","Supergirl: Whoah! I'm okay? Almost felt like we had some sort of crisis on our hands there!","Супергёрл: Ух ты! Я в порядке? На секунду показалось, что у нас тут настоящий кризис!","Супергёрл: Ух ты! Я в порядке? На секунду показалось, что у нас тут настоящий кризис!"
"DX_SUPERGIRL_WHOAHTHATIS","All","Subtitle","Supergirl: Whoah! That is definitely not me! Oh, wait... It actually *is* me! And a GOOD me! Sweet!","Супергёрл: Ого! Это точно не я! Хотя... вообще-то ЭТО я! И хорошая версия меня! Круто!","Супергёрл: Ого! Это точно не я! Хотя... вообще-то ЭТО я! И хорошая версия меня! Круто!"
"DX_SUPERGIRL_WHYDOIGETTHE","All","Subtitle","Supergirl: Why do I get the feeling this just isn't going to work out for me?","Супергёрл: Почему мне кажется, что всё это плохо для меня закончится?","Супергёрл: Почему мне кажется, что всё это плохо для меня закончится?"
"DX_SUPERGIRL_WOWTHISISPRETTY","All","Subtitle","Supergirl: Wow. This is pretty cool! Just hope Harley Quinn hasn't rigged this thing with an ejector seat or something...","Супергёрл: Ух ты! Очень круто! Только бы Харли Квинн не установила сюда катапультируемое сиденье...","Супергёрл: Ух ты! Очень круто! Только бы Харли Квинн не установила сюда катапультируемое сиденье..."
"DX_SUPERGIRL_YOUHAVEA","All","Subtitle","Supergirl: You have a spaceship? Me too! Well, mine's more of a pod... but... it was *in* space!","Супергёрл: У тебя есть космический корабль? У меня тоже! Ну... скорее капсула... Но ведь она БЫЛА в космосе!","Супергёрл: У тебя есть космический корабль? У меня тоже! Ну... скорее капсула... Но ведь она БЫЛА в космосе!"
"DX_SUPERGIRL_YOURESOMESORTOF","All","Subtitle","Supergirl: You're some sort of secret agent? Cool! I'm kinda one too but, uh, don't tell anyone about that, okay?","Супергёрл: Ты секретный агент? Круто! Я тоже вроде как... Но, эм... никому не рассказывай, ладно?","Супергёрл: Ты секретный агент? Круто! Я тоже вроде как... Но, эм... никому не рассказывай, ладно?"
"DX_SUPERGIRLRED_AHHAGOTIT","All","Subtitle","Supergirl (Red Lantern): Ah-ha! Got it! Although I am still pretty angry that I didn't get this sooner!","Супергёрл (Красный Фонарь): Ага! Получилось! Хотя я всё ещё ужасно злюсь, что не получила это раньше!","Супергёрл (Красный Фонарь): Ага! Получилось! Хотя я всё ещё ужасно злюсь, что не получила это раньше!"
"DX_SUPERGIRLRED_ARGHIHAVETO","All","Subtitle","Supergirl (Red Lantern): Argh! I have to leave? That is just so completely and utterly, totally, unbelievably...","Супергёрл (Красный Фонарь): Аргх! Мне уже уходить? Да это просто невероятно, ужасно, совершенно, абсолютно...","Супергёрл (Красный Фонарь): Аргх! Мне уже уходить? Да это просто невероятно, ужасно, совершенно, абсолютно..."
"DX_SUPERGIRLRED_FORTHERED","All","Subtitle","Supergirl (Red Lantern): For the Red Lantern Corps!","Супергёрл (Красный Фонарь): Во имя Корпуса Красных Фонарей!","Супергёрл (Красный Фонарь): Во имя Корпуса Красных Фонарей!"
"DX_SUPERGIRLRED_FROM","All","Subtitle","Supergirl (Red Lantern): From Supergirl to Super-Grrrrrrrrl!!!","Супергёрл (Красный Фонарь): Из Супергёрл — в Супер-ГРРРРРРЁРЛ!!!","Супергёрл (Красный Фонарь): Из Супергёрл — в Супер-ГРРРРРРЁРЛ!!!"
"DX_SUPERGIRLRED_HAHIMREADY","All","Subtitle","Supergirl (Red Lantern): Hah! I'm ready for action... and when I say 'ready', I don't just mean that I'm wearing red... Even though I am!","Супергёрл (Красный Фонарь): Ха! Я готова к бою! И под готова я имею в виду не только то, что одета в красное... Хотя и это тоже!","Супергёрл (Красный Фонарь): Ха! Я готова к бою! И под готова я имею в виду не только то, что одета в красное... Хотя и это тоже!"
"DX_SUPERGIRLRED_IMGOINGFINEI","All","Subtitle","Supergirl (Red Lantern): I'm going? Fine! I didn't wanna hang around here anyway!","Супергёрл (Красный Фонарь): Ухожу? Отлично! Я и не собиралась здесь задерживаться!","Супергёрл (Красный Фонарь): Ухожу? Отлично! Я и не собиралась здесь задерживаться!"
"DX_SUPERGIRLRED_MAKEWAYFOR","All","Subtitle","Supergirl (Red Lantern): Make way for the Red Daughter of Krypton!","Супергёрл (Красный Фонарь): Дорогу Красной Дочери Криптона!","Супергёрл (Красный Фонарь): Дорогу Красной Дочери Криптона!"
"DX_SUPERGIRLRED_OHCOMEONWHAT","All","Subtitle","Supergirl (Red Lantern): Oh, come on! What are *they* gonna be able to do to a Red Lantern-powered Supergirl?","Супергёрл (Красный Фонарь): Да ладно! И что ОНИ вообще смогут сделать Супергёрл с силой Красного Фонаря?","Супергёрл (Красный Фонарь): Да ладно! И что ОНИ вообще смогут сделать Супергёрл с силой Красного Фонаря?"
"DX_SUPERGIRLRED_OHGREATTHIS","All","Subtitle","Supergirl (Red Lantern): Oh, great! This is JUST what I needed today!","Супергёрл (Красный Фонарь): Ну конечно! Именно ЭТОГО мне сегодня и не хватало!","Супергёрл (Красный Фонарь): Ну конечно! Именно ЭТОГО мне сегодня и не хватало!"
"DX_SUPERGIRLRED_SURETHERED","All","Subtitle","Supergirl (Red Lantern): Sure the Red Lanterns might be pretty angry but sometimes it's just nice to be part of a team, you know?","Супергёрл (Красный Фонарь): Да, Красные Фонари бывают очень злыми... Но иногда просто приятно быть частью команды.","Супергёрл (Красный Фонарь): Да, Красные Фонари бывают очень злыми... Но иногда просто приятно быть частью команды."
"DX_SUPERGIRLRED_THEPOWEROF","All","Subtitle","Supergirl (Red Lantern): The power of the Red Lantern Ring makes me even stronger!","Супергёрл (Красный Фонарь): Сила Кольца Красного Фонаря делает меня ещё сильнее!","Супергёрл (Красный Фонарь): Сила Кольца Красного Фонаря делает меня ещё сильнее!"
"DX_SUPERGIRLRED_URGHIMLATE","All","Subtitle","Supergirl (Red Lantern): Urgh! I'm late for my yoga class! That is SO annoying!","Супергёрл (Красный Фонарь): Уф! Я опаздываю на йогу! Это ТАК раздражает!","Супергёрл (Красный Фонарь): Уф! Я опаздываю на йогу! Это ТАК раздражает!"
"DX_SUPERGIRLRED_WHATNOWHUH","All","Subtitle","Supergirl (Red Lantern): What now? Huh... Well that isn't even the slightest bit annoying!","Супергёрл (Красный Фонарь): Что теперь? Хм... А вот это меня совершенно не раздражает!","Супергёрл (Красный Фонарь): Что теперь? Хм... А вот это меня совершенно не раздражает!"
"DX_SUPERMAN_","All","Subtitle","Superman: One-two-three-four-five.","Супермен: Раз-два-три-четыре-пять.","Супермен: Раз-два-три-четыре-пять."
"DX_SUPERMAN_ANISLANDFULL","All","Subtitle","Superman: An island full of dinosaurs? Was I there? I'm pretty sure there wasn't a theme park!","Супермен: Остров, полный динозавров? Я там был? Что-то не припомню никакого парка развлечений!","Супермен: Остров, полный динозавров? Я там был? Что-то не припомню никакого парка развлечений!"
"DX_SUPERMAN_CAREFULWITHTHATAXE","All","Subtitle","Superman: Careful with that axe, citizen... The Medieval Fair must be in town...","Супермен: Осторожнее с этим топором, гражданин... Должно быть, в городе проходит средневековая ярмарка...","Супермен: Осторожнее с этим топором, гражданин... Должно быть, в городе проходит средневековая ярмарка..."
"DX_SUPERMAN_DONTWORRYILL","All","Subtitle","Superman: Don't worry, I'll dial it back to five percent so I don't obliterate it.","Супермен: Не переживай, я использую всего пять процентов силы, чтобы случайно ничего не уничтожить.","Супермен: Не переживай, я использую всего пять процентов силы, чтобы случайно ничего не уничтожить."
"DX_SUPERMAN_GLADTHATSOUTTA","All","Subtitle","Superman: Glad that's outta the way. Now to take care of business...","Супермен: Отлично. С этим покончено. Теперь можно заняться настоящим делом...","Супермен: Отлично. С этим покончено. Теперь можно заняться настоящим делом..."
"DX_SUPERMAN_GOODTHINGIMUSED","All","Subtitle","Superman: Good thing I'm used to flying!","Супермен: Хорошо, что я привык летать!","Супермен: Хорошо, что я привык летать!"
"DX_SUPERMAN_HAWELLTHATSANOTHER","All","Subtitle","Superman: Ha! Well, that's another little problem taken care of.","Супермен: Ха! Ещё одна небольшая проблема решена.","Супермен: Ха! Ещё одна небольшая проблема решена."
"DX_SUPERMAN_HEYIAMLIKING","All","Subtitle","Superman: Hey! I am liking this! This should definitely come in handy!","Супермен: Эй! Мне нравится! Это точно пригодится!","Супермен: Эй! Мне нравится! Это точно пригодится!"
"DX_SUPERMAN_HOWYOUDOINGWITH","All","Subtitle","Superman: How you doing with rounding up those folks?","Супермен: Как успехи с поиском всех этих людей?","Супермен: Как успехи с поиском всех этих людей?"
"DX_SUPERMAN_IDBETTERNOTLETTHIS","All","Subtitle","Superman: I'd better not let this fall into the wrong hands!","Супермен: Лучше бы это не попало не в те руки!","Супермен: Лучше бы это не попало не в те руки!"
"DX_SUPERMAN_IDIDNTCOMEHERE","All","Subtitle","Superman: I didn't come here to lose!","Супермен: Я пришёл сюда не проигрывать!","Супермен: Я пришёл сюда не проигрывать!"
"DX_SUPERMAN_IFOUGHTSOMEONE","All","Subtitle","Superman: I fought someone your size once but it didn't exactly go well...","Супермен: Я уже однажды сражался с кем-то твоих размеров... Всё закончилось не слишком удачно...","Супермен: Я уже однажды сражался с кем-то твоих размеров... Всё закончилось не слишком удачно..."
"DX_SUPERMAN_IGUESSEVENSUPERMAN","All","Subtitle","Superman: I guess even Superman has his limits...","Супермен: Похоже, даже у Супермена есть предел возможностей...","Супермен: Похоже, даже у Супермена есть предел возможностей..."
"DX_SUPERMAN_ILLALWAYSBETHERE","All","Subtitle","Superman: I'll always be there for them. For truth and justice...","Супермен: Я всегда буду рядом с ними. Во имя истины и справедливости...","Супермен: Я всегда буду рядом с ними. Во имя истины и справедливости..."
"DX_SUPERMAN_IMSUPERREADY","All","Subtitle","Superman: I'm super-ready!","Супермен: Я суперготов!","Супермен: Я суперготов!"
"DX_SUPERMAN_IMSUREASOLUTION","All","Subtitle","Superman: I'm sure a solution to this will present itself somehow...","Супермен: Уверен, решение само найдётся...","Супермен: Уверен, решение само найдётся..."
"DX_SUPERMAN_IONLYUSEMYPOWERS","All","Subtitle","Superman: I only use my powers for good... Doing this counts as good!","Супермен: Я использую свои силы только во благо... Это ведь считается благом!","Супермен: Я использую свои силы только во благо... Это ведь считается благом!"
"DX_SUPERMAN_ITWOULDVEBEEN","All","Subtitle","Superman: It would've been nice for all of the others to show up...","Супермен: Жаль, что остальные так и не появились...","Супермен: Жаль, что остальные так и не появились..."
"DX_SUPERMAN_KRYPTONBREDME","All","Subtitle","Superman: Krypton bred me, but it was Earth that gave me all I am.","Супермен: Криптон подарил мне жизнь, но именно Земля сделала меня тем, кто я есть.","Супермен: Криптон подарил мне жизнь, но именно Земля сделала меня тем, кто я есть."
"DX_SUPERMAN_LETSSETTLETHIS","All","Subtitle","Superman: Let's settle this rivalry once and for all... COFFEE OR TEA?","Супермен: Давай раз и навсегда решим этот спор... КОФЕ ИЛИ ЧАЙ?","Супермен: Давай раз и навсегда решим этот спор... КОФЕ ИЛИ ЧАЙ?"
"DX_SUPERMAN_LEXLUTHORTEAMING","All","Subtitle","Superman: Lex Luthor teaming up with a legion of... Orc Monsters? What is he up to?","Супермен: Лекс Лютор объединился с легионом... орков? Что же он задумал?","Супермен: Лекс Лютор объединился с легионом... орков? Что же он задумал?"
"DX_SUPERMAN_LOOKCOMINGOUT","All","Subtitle","Superman: Look! Coming out of the rift! It's me: Superman!","Супермен: Смотрите! Из разлома выходит... Я! Супермен!","Супермен: Смотрите! Из разлома выходит... Я! Супермен!"
"DX_SUPERMAN_LOOKSLIKEITSTHERETURN","All","Subtitle","Superman: Looks like it's the return of Superman!","Супермен: Похоже, Супермен снова возвращается!","Супермен: Похоже, Супермен снова возвращается!"
"DX_SUPERMAN_METIMETRAVEL","All","Subtitle","Superman: Me? Time travel? Oh, no... I couldn't do a thing like that...","Супермен: Я? Путешествия во времени? Нет-нет... Я бы никогда такого не сделал...","Супермен: Я? Путешествия во времени? Нет-нет... Я бы никогда такого не сделал..."
"DX_SUPERMAN_METROPOLISWHAT","All","Subtitle","Superman: Metropolis? What has happened to this great city?","Супермен: Метрополис? Что произошло с этим великим городом?","Супермен: Метрополис? Что произошло с этим великим городом?"
"DX_SUPERMAN_NEVERFEARTHEMANOFSTEEL","All","Subtitle","Superman: Never fear! The Man of Steel is here!","Супермен: Не бойтесь! Человек из Стали уже здесь!","Супермен: Не бойтесь! Человек из Стали уже здесь!"
"DX_SUPERMAN_NOPROBLEM","All","Subtitle","Superman: No problem for this particular cape-wearing hero!","Супермен: Для героя в плаще нет ничего невозможного!","Супермен: Для героя в плаще нет ничего невозможного!"
"DX_SUPERMAN_NOTAGAIN","All","Subtitle","Superman: Not again! Don't make me have to fight you in a junk yard, evil Superman!","Супермен: Опять?! Только не заставляйте меня снова драться со злым Суперменом на свалке!","Супермен: Опять?! Только не заставляйте меня снова драться со злым Суперменом на свалке!"
"DX_SUPERMAN_NOWSTHETIME","All","Subtitle","Superman: Now's the time to stand up and do what's right!","Супермен: Сейчас самое время поступить правильно!","Супермен: Сейчас самое время поступить правильно!"
"DX_SUPERMAN_OHHEYTHERESOME","All","Dialogue","Oh, hey there. Some party, huh? Although it would've been nice if everyone had turned up. I'll be having words with the Green Lantern, Wonder Woman and Aquaman about punctuality later. Say, any chance you could hurry them up?","Эй, привет! Неплохая вечеринка, правда? Хотя было бы лучше, если бы пришли все. Потом обязательно поговорю с Зелёным Фонарём, Чудо-женщиной и Акваменом насчёт пунктуальности. Кстати, не мог бы ты их немного поторопить?","Эй, привет! Неплохая вечеринка, правда? Хотя было бы лучше, если бы пришли все. Потом обязательно поговорю с Зелёным Фонарём, Чудо-женщиной и Акваменом насчёт пунктуальности. Кстати, не мог бы ты их немного поторопить?"
"DX_SUPERMAN_OHYEAHNOWTHISIS","All","Dialogue","Oh yeah, now this is a real party. You did good. Not as much good as I do, but then I'm Superman. But I guess a reward isn't out of the question...","Ну вот, теперь это действительно настоящая вечеринка. Отличная работа! Конечно, не настолько отличная, как мои подвиги... Но я ведь Супермен. Думаю, награды ты всё же заслуживаешь...","Ну вот, теперь это действительно настоящая вечеринка. Отличная работа! Конечно, не настолько отличная, как мои подвиги... Но я ведь Супермен. Думаю, награды ты всё же заслуживаешь..."
"DX_SUPERMAN_PASS","All","Subtitle","Superman: Pass.","Супермен: Пропускаю.","Супермен: Пропускаю."
"DX_SUPERMAN_PINATAILOVE","All","Subtitle","Superman: Piñata! I love piñatas!","Супермен: Пиньята! Обожаю пиньяты!","Супермен: Пиньята! Обожаю пиньяты!"
"DX_SUPERMAN_SITTIGHT","All","Subtitle","Superman: Sit tight and I'll be right back!","Супермен: Побудь здесь, я скоро вернусь!","Супермен: Побудь здесь, я скоро вернусь!"
"DX_SUPERMAN_SOYOUWERECAPTURED","All","Subtitle","Superman: So you were captured by an evil computer? Yeah, I've been there!","Супермен: Значит, тебя захватил злой компьютер? Да, со мной тоже такое бывало!","Супермен: Значит, тебя захватил злой компьютер? Да, со мной тоже такое бывало!"
"DX_SUPERMAN_THEMANOFSTEEL","All","Subtitle","Superman: The Man of Steel covered IN steel! What a combination!","Супермен: Человек из Стали... покрытый сталью! Вот это сочетание!","Супермен: Человек из Стали... покрытый сталью! Вот это сочетание!"
"DX_SUPERMAN_THENEVERENDING","All","Subtitle","Superman: The never-ending fight for justice continues...","Супермен: Бесконечная борьба за справедливость продолжается...","Супермен: Бесконечная борьба за справедливость продолжается..."
"DX_SUPERMAN_THISISABUMPIERRIDE","All","Subtitle","Superman: This is a bumpier ride than I'm accustomed to!","Супермен: Поездка куда тряскучее, чем я привык.","Супермен: Поездка куда тряскучее, чем я привык."
"DX_SUPERMAN_THISLOOKSLIKEAJOB","All","Subtitle","Superman: This looks like a job for Superman!","Супермен: Похоже, это работа для Супермена!","Супермен: Похоже, это работа для Супермена!"
"DX_SUPERMAN_THISMIGHTREQUIRE","All","Subtitle","Superman: This might require more than just my super-strength...","Супермен: Тут одной суперсилы явно будет недостаточно...","Супермен: Тут одной суперсилы явно будет недостаточно..."
"DX_SUPERMAN_THISTHINGLOOKSLIKE","All","Subtitle","Superman: This thing looks like it carries a lot of fire power. Might be just what we need!","Супермен: Похоже, у этой штуки огромная огневая мощь. Возможно, именно то, что нам нужно!","Супермен: Похоже, у этой штуки огромная огневая мощь. Возможно, именно то, что нам нужно!"
"DX_SUPERMAN_TIMETOMAKE","All","Subtitle","Superman: Time to make a super exit!","Супермен: Пора сделать супервыход!","Супермен: Пора сделать супервыход!"
"DX_SUPERMAN_TOBEHONEST","All","Subtitle","Superman: To be honest, I've never really given it any thought.","Супермен: Если честно, я никогда об этом особо не задумывался.","Супермен: Если честно, я никогда об этом особо не задумывался."
"DX_SUPERMAN_UPUPANDAWAY","All","Subtitle","Superman: Up, up and away! Well, maybe later...","Супермен: Ввысь, ввысь и прочь!... Ну, чуть позже.","Супермен: Ввысь, ввысь и прочь!... Ну, чуть позже."
"DX_SUPERMAN_WHATADELIGHT","All","Subtitle","Superman: What a delightful vehicle. Cheerful and understated... Just like me!","Супермен: Какая замечательная машина. Скромная, элегантная... Совсем как я!","Супермен: Какая замечательная машина. Скромная, элегантная... Совсем как я!"
"DX_SUPERMAN_WHATAPREDICAMENT","All","Subtitle","Superman: What a predicament! I mean, who helps Superman when he needs help?","Супермен: Вот это ситуация! И кто же поможет Супермену, когда помощь нужна ему самому?","Супермен: Вот это ситуация! И кто же поможет Супермену, когда помощь нужна ему самому?"
"DX_SUPERMAN_WHATSTHATIHEAR","All","Subtitle","Superman: What's that I hear? A cat stuck up a tree? Gotta go!","Супермен: Что это? Котёнок застрял на дереве? Уже лечу!","Супермен: Что это? Котёнок застрял на дереве? Уже лечу!"
"DX_SUPERMAN_WORD","All","Subtitle","Superman: Word.","Супермен: Точно.","Супермен: Точно."
"DX_SUPERMAN_WOWNOWIM","All","Subtitle","Superman: Wow... Now I'm ever MORE super!","Супермен: Ух ты... Теперь я стал ЕЩЁ суперее!","Супермен: Ух ты... Теперь я стал ЕЩЁ суперее!"
"DX_TAILS_ALLRIGHTFOLLOWME","All","Subtitle","Tails: All right! Follow me!","Тейлз: Отлично! За мной!","Тейлз: Отлично! За мной!"
"DX_TAILS_ALRIGHTJUSTONEMORE","All","Subtitle","Tails: Alright! Just one more energy signature left on my radar... We take care of THAT, and this entire region will be completely free from roboticisation!","Тейлз: Отлично! На моём радаре остался всего один источник энергии. Разберёмся С НИМ — и этот регион будет полностью очищен от роботизации!","Тейлз: Отлично! На моём радаре остался всего один источник энергии. Разберёмся С НИМ — и этот регион будет полностью очищен от роботизации!"
"DX_TAILS_ANYONEZ","All","Subtitle","Tails: Anyone??","Тейлз: Есть тут кто-нибудь?!","Тейлз: Есть тут кто-нибудь?!"
"DX_TAILS_CALLEDOUTHANGONZ","All","Subtitle","Tails: Hang on!!!","Тейлз: Держитесь!!!","Тейлз: Держитесь!!!"
"DX_TAILS_CALLEDOUTILLZ","All","Subtitle","Tails: I'll distract it while you come up with a plan!","Тейлз: Я отвлеку его, а вы пока придумайте план!","Тейлз: Я отвлеку его, а вы пока придумайте план!"
"DX_TAILS_CALLEDOUTLOOKOUTZ","All","Subtitle","Tails: Look out!","Тейлз: Берегитесь!","Тейлз: Берегитесь!"
"DX_TAILS_CALLEDOUTOHNOHOLDONZ","All","Subtitle","Tails: Oh no! Hold on!","Тейлз: О нет! Держитесь!","Тейлз: О нет! Держитесь!"
"DX_TAILS_CALLEDOUTWELLANYONEZ","All","Subtitle","Tails: Well, anyone... This is like the fourth time you've used it...","Тейлз: Ну кто угодно... Вы же уже в четвёртый раз этим пользуетесь...","Тейлз: Ну кто угодно... Вы же уже в четвёртый раз этим пользуетесь..."
