"LABEL","PLATFORM","TYPE","ENGLISH","AMERICAN","FRENCH","GERMAN","SPANISH","ITALIAN","DANISH","FRENCH CANADIAN","DUTCH","MEXICAN"
"DX_SUPERGIRL_IDONTSEETHIS","All","Subtitle","Supergirl: I don't see this being a problem... Not to jinx it or anything...","Supergirl: I don't see this being a problem... Not to jinx it or anything...","Supergirl : Je ne pense pas que ça posera problème... Mais je veux pas nous porter la poisse...","Supergirl: Ich will's ja nicht beschreien, aber das sollte überhaupt kein Problem sein.","Supergirl: No le veo ningún problema. Bueno, ahora espero no gafarlo...","Supergirl: Modestia a parte... Non sarà certo un problema.","Jeg ser det ikke som et problem, altså. 7, 9, 13 og alt det ...","Supergirl : Je ne pense pas que ça posera problème... Mais je veux pas nous porter la poisse...","Supergirl: Dit lijkt me geen probleem. Maar ik wil het niet verpesten.","Supergirl: No veo por qué esto es un problema... No es que quiera desearle mala suerte o algo..."
"DX_SUPERGIRL_IDUNNOABOUTTHIS","All","Subtitle","Supergirl: I dunno about this... Even being 'super' has its limitations...","Supergirl: I dunno about this... Even being 'super' has its limitations...","Supergirl : Je ne sais pas quoi faire... On a beau être ''super'', on a tous nos limites...","Supergirl: Ich weiß ja nicht¬... Sogar wenn man „super“ ist, kann man nicht alles.","Supergirl: No entiendo esto... Hasta una «súper» tiene sus limitaciones...","Supergirl: Non ho idea... Anche noi super abbiamo i nostri limiti.","Jeg ved ikke rigtig ... Selv ''Super'' har sine begrænsninger.","Supergirl : Je ne sais pas quoi faire... On a beau être ''super'', on a tous nos limites...","Supergirl: Ik weet het niet hoor. Zelfs super zijn heeft zo zijn beperkingen.","Supergirl: No estoy segura... Incluso ser ''súper'' tiene sus limitaciones..."
"DX_SUPERGIRL_IMDEFINITELY","All","Subtitle","Supergirl: I'm definitely digging the blue! Maybe it should be Super-'GIRL' Racing instead of Super-Sonic Racing...","Supergirl: I'm definitely digging the blue! Maybe it should be Super-'GIRL' Racing instead of Super-Sonic Racing...","Supergirl : Je vais bien plus vite que le hérisson¬! Ça devrait s'appeler Super-''GIRL'' Racing au lieu de Super-Sonic Racing...","Supergirl: Hey, das Blau gefällt mir! Vielleicht sollte es Super-Girl Racing statt Super-Sonic Racing heißen¬...","Supergirl: ¡Me encanta el azul! Quizá debería ser «Super-Girl Racing» en vez de «Super-Sonic Racing»...","Supergirl: Il blu mi piace proprio! Ma forse dovrebbe chiamarsi Super-GIRL e non Super-Sonic...","Den blå farve er lige mig! Måske skulle det hedde ''Supergirl Racing'' i stedet for ''Supersonic Racing''.","Supergirl : Je vais bien plus vite que le hérisson¬! Ça devrait s'appeler Super-''GIRL'' Racing au lieu de Super-Sonic Racing...","Supergirl: Dat blauw staat niet verkeerd. Misschien kan het beter Super-Girl Racing heten in plaats van Super-Sonic Racing.","Supergirl: ¡Definitivamente me encanta el azul! Tal vez deberías ponerle Super ''Girl'' Racing en lugar de Super ''Sonic'' Racing..."
"DX_SUPERGIRL_IMGUESSINGWERE","All","Subtitle","Supergirl: I'm guessing we're beyond the point of just talking this out then, huh?","Supergirl: I'm guessing we're beyond the point of just talking this out then, huh?","Supergirl : J'imagine qu'on ne va pas résoudre ça en discutant calmement, hein¬?","Supergirl: Ich schätze, es ist zu spät, das jetzt noch auszudiskutieren, oder?","Supergirl: No es posible resolver esto charlando tranquilamente, ¿no?","Supergirl: Immagino che non riusciremo a risolverla a parole, vero?","Så det er altså for sent for os bare at snakke om tingene?","Supergirl : J'imagine qu'on ne va pas résoudre ça en discutant calmement, hein¬?","Supergirl: We kunnen het zeker niet meer rustig uitpraten?","Supergirl: Supongo que ya pasamos el punto de hablarlo, ¿no?"
"DX_SUPERGIRL_INTRODUCINGTHE","All","Subtitle","Supergirl: Introducing the Supergirl from Krypton!","Supergirl: Introducing the Supergirl from Krypton!","Supergirl : Et voici la Supergirl de Krypton¬!","Supergirl: Und hier kommt Supergirl von Krypton!","Supergirl: ¡Y aquí llega Supergirl, desde Krypton!","Supergirl: Ecco a voi Supergirl di Krypton!","Jeg præsenterer Supergirl fra Krypton!","Supergirl : Et voici la Supergirl de Krypton¬!","Supergirl: Hier komt Supergirl van Krypton.","Supergirl: ¡Presentando a supergirl de Krypton!"
"DX_SUPERGIRL_ISITWEIRDTHAT","All","Subtitle","Supergirl: Is it weird that all this is starting to feel like a normal day to me?","Supergirl: Is it weird that all this is starting to feel like a normal day to me?","Supergirl : C'est normal si j'ai l'impression de vivre un jour comme les autres, aujourd'hui¬?","Supergirl: Ist es seltsam, dass mir all das hier langsam ganz alltäglich vorkommt?","Supergirl: ¿No es raro que todo esto empiece a parecerme un día normal?","Supergirl: È come se mi stessi abituando a tutte queste stranezze...","Er det sært, at dette her efterhånden føles som en helt normal dag for mig?","Supergirl : C'est normal si j'ai l'impression de vivre un jour comme les autres, aujourd'hui¬?","Supergirl: Is het raar dat dit allemaal gewoon begint te worden?","Supergirl: ¿Es raro que todo esto se empiece a sentir como un día normal en mi vida?"
"DX_SUPERGIRL_IWONDERIFTHISIS","All","Subtitle","Supergirl: I wonder if this is what the Phantom Zone is like! Probably not as colourful!","Supergirl: I wonder if this is what the Phantom Zone is like! Probably not as colorful!","Supergirl : Je me demande si la Zone Fantôme est comme ça¬! Il y a sûrement moins de couleurs¬!","Supergirl: Ungefähr so stell ich mir die Phantomzone vor. Wenn auch weniger bunt!","Supergirl: ¿Será así la Zona fantasma? ¡Seguro que no tiene tantos colores!","Supergirl: Mi chiedo se assomiglia alla Zona fantasma! Forse, ma è sicuramente meno colorata...","Gad vide, om det er sådan, Fantomzonen ser ud? Nok ikke helt så farverig.","Supergirl : Je me demande si la Zone Fantôme est comme ça¬! Il y a sûrement moins de couleurs¬!","Supergirl: Ik vraag me af of het spookgebied er zo uitziet. Waarschijnlijk minder kleurrijk.","Supergirl: ¡Me pregunto si así es la Zona Fantasma! ¡Probablemente no sea tan colorida!"
"DX_SUPERGIRL_MAKEWAYFORTHE","All","Subtitle","Supergirl: Make way for the Girl of Steel!","Supergirl: Make way for the Girl of Steel!","Supergirl : Faites place pour la Femme d'acier¬!","Supergirl: Macht Platz für das Mädchen aus Stahl!","Supergirl: ¡Paso para la Chica de Acero!","Supergirl: Fate largo alla Ragazza d'acciaio!","Gør plads for pigen af stål!","Supergirl : Faites place pour la Femme d'acier¬!","Supergirl: Aan de kant voor het meisje van staal.","Supergirl: ¡Abran paso a la mujer de acero!"
"DX_SUPERGIRL_NOTHINGSGONNA","All","Subtitle","Supergirl: Nothing's gonna stop me today!","Supergirl: Nothing's gonna stop me today!","Supergirl : Rien ne pourra m'arrêter, aujourd'hui¬!","Supergirl: Heute hält mich nichts und niemand auf!","Supergirl: ¡Hoy no hay quien me pare!","Supergirl: Oggi non c'è niente che può fermarmi.","Intet kan stoppe mig i dag!","Supergirl : Rien ne pourra m'arrêter, aujourd'hui¬!","Supergirl: Vandaag houdt niets me tegen.","Supergirl: ¡Nada me va a detener hoy!"
"DX_SUPERGIRL_NOWTHISISMORE","All","Subtitle","Supergirl: Now this is more like it! Evil do-ers beware and... y'know... all that good stuff!","Supergirl: Now this is more like it! Evil do-ers beware and... y'know... all that good stuff!","Supergirl : Voilà qui est intéressant¬! Tremblez, méchants, et... vous savez... tout ça, quoi¬!","Supergirl: Na, das sieht doch schon viel besser aus! Hütet euch, Bösewichter¬... und so weiter¬...","Supergirl: ¡Esto está mejor! Cuidado, villanos, allá voy... Y, ya sabéis... ¡todo eso!","Supergirl: Eccoci qua! Maligni, tremate... bla bla bla... E tutto il resto!","Det er sådan, det skal gøres. Bare pas på, superskurke, og, du ved, den slags.","Supergirl : Voilà qui est intéressant¬! Tremblez, méchants, et... vous savez... tout ça, quoi¬!","Supergirl: Dat lijkt er meer op. Kwade wezens, berg je maar. Je weet wel.","Supergirl: ¡Esto está mejor! ¡Malhechores, tengan cuidado y... ya saben... todas esas cosas geniales!"
"DX_SUPERGIRL_OHYOUHAVEGOTTO","All","Subtitle","Supergirl: Oh, you have GOT to be kidding me!","Supergirl: Oh, you have GOT to be kidding me!","Supergirl : Oh non, c'est forcément une plaisanterie¬!","Supergirl: Das soll doch wohl ein Witz sein!","Supergirl: ¡Venga, tiene que ser una broma!","Supergirl: Stai SCHERZANDO? Dimmi che non è vero!","Nej, det mener du bare ikke seriøst!","Supergirl : Oh non, c'est forcément une plaisanterie¬!","Supergirl: Nee, dit meen je toch niet.","Supergirl: Oh, ¡tienes que estar bromeando!"
"DX_SUPERGIRL_OKAYITHINKI","All","Subtitle","Supergirl: Okay, I think I should be able to handle this...","Supergirl: Okay, I think I should be able to handle this...","Supergirl : Parfait, je pense pouvoir m'en occuper...","Supergirl: Okay, das dürfte ich hinkriegen¬...","Supergirl: Vale, creo que puedo ocuparme de esto.","Supergirl: OK, penso di riuscirci senza problemi.","Okay, jeg tror godt, at jeg kan finde ud af dette her.","Supergirl : Parfait, je pense pouvoir m'en occuper...","Supergirl: Oké, dit moet ik wel op kunnen lossen.","Supergirl: Está bien, debería poder encargarme de esto..."
"DX_SUPERGIRL_OKAYSOWHOSGOTA","All","Subtitle","Supergirl: Okay, so... Who's got a plan? I mean, I know *I've* got a plan but I wanna hear everyone else's first, just in case...","Supergirl: Okay, so... Who's got a plan? I mean, I know *I've* got a plan but I wanna hear everyone else's first, just in case...","Supergirl : D'accord, bon... Qui a un plan¬? Je veux dire, moi, j'ai un plan, mais je voudrais juste entendre celui de quelqu'un d'autre, au cas où...","Supergirl: Alsooo¬... hat wer 'nen Plan? Ich meine, natürlich hab ICH einen Plan, aber ich würd gerne zuerst eure hören¬... nur mal so¬...","Supergirl: Vale, mm... ¿quién tiene un plan? A ver, yo tengo un plan, pero por si acaso, prefiero escuchar los demás antes.","Supergirl: OK, qualcuno di voi ha un piano? Voglio dire, *io* ne ho uno, ma volevo sentire prima voi... Allora?","Godt så. Hvem har en plan? Jeg mener, jeg ved, at jeg har en plan, men jeg vil gerne lige høre jer andre, hvis det nu er ...","Supergirl : D'accord, bon... Qui a un plan¬? Je veux dire, moi, j'ai un plan, mais je voudrais juste entendre celui de quelqu'un d'autre, au cas où...","Supergirl: Goed, heeft er iemand een plan? Ik wel, maar ik wil dat van jullie eerst horen, voor de zekerheid.","Supergirl: De acuerdo... ¿quién tiene un plan? Digo, yo sé que yo tengo un plan, pero quiero escuchar el de otro primero, por si acaso..."
"DX_SUPERGIRL_SAYDIDNTIPASS","All","Subtitle","Supergirl: Say, didn't I pass your home planet on my way to Earth?","Supergirl: Say, didn't I pass your home planet on my way to Earth?","Supergirl : Dis, je serais pas passée devant ta planète en arrivant sur Terre¬?","Supergirl: Bin ich nicht auf dem Weg zur Erde an deinem Heimatplaneten vorbeigeflogen?","Supergirl: Oye, ¿no pasé por tu planeta de camino a la Tierra?","Supergirl: Mentre venivo sulla Terra, mi sarò fermata sul tuo pianeta natale...","Hør, fløj jeg ikke forbi din hjemplanet på vej mod Jorden?","Supergirl : Dis, je serais pas passée devant ta planète en arrivant sur Terre¬?","Supergirl: Ben ik niet langs jouw planeet gekomen op weg naar de aarde?","Supergirl: Oye, ¿no pasé por tu planeta natal de camino a la Tierra?"
"DX_SUPERGIRL_SORRYIVEGOTLIKE","All","Subtitle","Supergirl: Sorry, I've got, like, 52 things to do today. I'll be back soon. I promise!","Supergirl: Sorry, I've got, like, 52 things to do today. I'll be back soon. I promise!","Supergirl : Désolée, j'ai, genre, 52 choses à faire aujourd'hui. Je reviens bientôt. C'est promis¬!","Supergirl: Sorry, ich hab heut noch ungefähr 52 andere Sachen zu erledigen. Bin bald zurück!","Supergirl: Lo siento, tengo como 52 cosas que hacer hoy. ¡Nos vemos pronto, lo prometo!","Supergirl: Scusate, ho un sacco di cose da fare oggi... Ma tornerò presto, ve lo prometto!","Undskyld, men jeg har ligesom 52 ting, jeg skal nå i dag. Jeg kommer snart igen - det lover jeg.","Supergirl : Désolée, j'ai, genre, 52 choses à faire aujourd'hui. Je reviens bientôt. C'est promis¬!","Supergirl: Sorry, ik moet echt nog 52 dingen doen vandaag. Ik kom snel terug, beloofd.","Supergirl: Lo siento, tengo otras 52 cosas que hacer hoy. Vuelvo pronto. ¡Lo prometo!"
"DX_SUPERGIRL_SORRYTOMAKETHIS","All","Subtitle","Supergirl: Sorry to make this a flying visit, guys but I gotta go. Heh... 'flying visit'... I never even meant to say that!","Supergirl: Sorry to make this a flying visit, guys but I gotta go. Heh... 'flying visit'... I never even meant to say that!","Supergirl : Je dois y aller¬! Désolée de partir comme une voleuse... Hé, une voleuse qui s'envole¬! C'est rigolo, non¬?","Supergirl: Sorry Leute, aber ich muss schon wieder die Fliege machen. Hoho¬... „Fliegen“¬... Das hatte ich ja nicht mal geplant!","Supergirl: Siento irme volando, pero tengo que hacer cosas. Ja, ja, «irme volando», he dicho. ¡Me ha salido sin querer!","Supergirl: Mi dispiace di aver fatto una visita così al volo, ma non posso trattenermi oltre. Eh eh... Al volo... Non ho nemmeno fatto apposta!","Undskyld, at jeg allerede tager af sted, men jeg har supertravlt. Hæ ... ''Supertravlt''. Alt ved mig er bare super!","Supergirl : Je dois y aller¬! Désolée de partir comme une voleuse... Hé, une voleuse qui s'envole¬! C'est rigolo, non¬?","Supergirl: Sorry van het vliegensvlugge bezoek, maar ik moet ervandoor. Ha, dat flapte ik er zomaar uit.","Supergirl: Perdónenme porque esta visita haya pasado volando, pero tengo que irme. Je, je... ''pasado volando''... ¡ni siquiera lo dije a propósito!"
"DX_SUPERGIRL_SOWHYEXACTLYARE","All","Subtitle","Supergirl: So why exactly are they trying to fight me? Do they just not like my cape or something?","Supergirl: So why exactly are they trying to fight me? Do they just not like my cape or something?","Supergirl : Mais pourquoi est-ce qu'ils veulent se battre avec moi¬? Ils n'aiment pas ma cape, ou quoi¬?","Supergirl: Warum genau bekämpfen mich diese Typen? Gefällt denen mein Cape nicht, oder was?","Supergirl: Pero ¿por qué luchan contra mí exactamente? ¿No les gusta mi capa o qué?","Supergirl: Perché sono così aggressivi? Forse non apprezzano il mio mantello? O c'è dell'altro?","Så hvorfor er det lige, at de slås mod mig? Har de noget imod min kappe, eller hvad?","Supergirl : Mais pourquoi est-ce qu'ils veulent se battre avec moi¬? Ils n'aiment pas ma cape, ou quoi¬?","Supergirl: Waarom vechten ze eigenlijk tegen mij? Vinden ze mijn cape soms lelijk?","Supergirl: ¿Entonces por qué están combatiendo conmigo exactamente? ¿No les gusta mi capa o algo así?"
"DX_SUPERGIRL_THISSHOULDBE","All","Subtitle","Supergirl: This should be 'super' useful!... Oh man, that was bad. Why can't 'making puns' be one of my powers?","Supergirl: This should be 'super' useful!... Oh man, that was bad. Why can't 'making puns' be one of my powers?","Supergirl : Ce sera sûrement ''super'' utile¬!... Oh non, c'était nul. Pourquoi ''faire de bons jeux de mots'' ne fait pas partie de mes pouvoirs¬?","Supergirl: Das sollte sich als supernützlich erweisen! ... Okay, der war mies. Wieso gehört „tolle Wortwitze machen“ nicht zu meinen Superkräften?","Supergirl: ¡Esto será «súper» útil!... Cielos, qué chiste más malo. ¿Por qué no será hacer chistes uno de mis poderes?","Supergirl: Dovrebbe tornarmi super-utile... Mamma mia. Perché non ho il potere di fare super-giochi di parole?","Dette her bliver ''super''-nyttigt! Nej, okay, den var dårlig. Superjokes er åbenbart ikke en af mine kræfter.","Supergirl : Ce sera sûrement ''super'' utile¬!... Oh non, c'était nul. Pourquoi ''faire de bons jeux de mots'' ne fait pas partie de mes pouvoirs¬?","Supergirl: Dit is vast supernuttig. Nee, dat klonk nergens naar. Waarom horen woordgrappen nou niet bij mijn krachten?","Supergirl: ¡Esto será ''superútil''!... Cielos, qué mal estuvo eso. ¿Por qué ''hacer chistes'' no es uno de mis superpoderes?"
"DX_SUPERGIRL_TIMETOUSEMY","All","Subtitle","Supergirl: Time to use my SUPER intelligence!... Okay, Kara. Don't build yourself up too much. Now they're gonna expect you to deliver!","Supergirl: Time to use my SUPER intelligence!... Okay, Kara. Don't build yourself up too much. Now they're gonna expect you to deliver!","Supergirl : Je vais utiliser ma SUPER intelligence¬!... D'accord, Kara. Il ne faut pas que tu t'emballes. Tout le monde te regarde, maintenant¬!","Supergirl: Zeit, meine Superintelligenz einzusetzen! ... Okay, Kara. Lob dich nicht selbst in den Himmel, sonst erwarten sie noch zu viel von dir!","Supergirl: Es hora de usar mi superinteligencia... Vale, Kara, ¡no pongas muy altas las expectativas, que luego hay que estar a la altura!","Supergirl: È tempo di usare la mia super-intelligenza! Kara, non fare troppo la spavalda, o le aspettative degli altri saranno troppo alte!","Jeg må bruge min superintelligens! Okay, Kara. Nu skal du heller ikke love for meget - de forventer, at du så også leverer.","Supergirl : Je vais utiliser ma SUPER intelligence¬!... D'accord, Kara. Il ne faut pas que tu t'emballes. Tout le monde te regarde, maintenant¬!","Supergirl: Tijd om mijn superintelligentie te gebruiken. Kara, niet overdrijven, anders verwachten ze te veel.","Supergirl: ¡Hora de usar mi superinteligencia!... De acuerdo, Kara. No alardees mucho. ¡Ahora van a esperar que hagas algo!"
"DX_SUPERGIRL_UMMHELLOGENERIC","All","Subtitle","Supergirl: Umm... Hello, generic bad guys! I'm totally sure you'll do well in your attempts to stop us.","Supergirl: Umm... Hello, generic bad guys! I'm totally sure you'll do well in your attempts to stop us.","Supergirl : Hé... Salut, les criminels de base¬! Je suis certaine que vous allez réussir à nous arrêter.","Supergirl: Öh¬... Hallo, total durchschnittliche Handlanger! Ihr habt bestimmt Megaerfolg dabei, uns aufzuhalten.","Supergirl: Umm... ¡Hola, villanos genéricos! ¡Seguro que se os da genial lo de intentar pararnos!","Supergirl: Ehm... Salve, nemici comuni! Sono sicura che riuscirete a fermarci, sicurissima!","Øhm ... hej med jer, klichéskurke! Jeres forsøg på at stoppe os skal nok gå rigtigt fint.","Supergirl : Hé... Salut, les criminels de base¬! Je suis certaine que vous allez réussir à nous arrêter.","Supergirl: Zeg, gemiddelde schurken. Jullie houden ons vast heel hard tegen.","Supergirl: Mmm... ¡Hola, chicos malos genéricos! Estoy muy segura de que lo harán muy bien en su intento por detenernos."
"DX_SUPERGIRL_WEGOTITNICEWORK","All","Subtitle","Supergirl: We got it! Nice work, you guys!","Supergirl: We got it! Nice work, you guys!","Supergirl : Et c'est bon¬! Beau boulot, les gars¬!","Supergirl: Geschafft! Gut gemacht, Leute!","Supergirl: ¡Lo tenemos! ¡Buen trabajo, chicos!","Supergirl: Fatto! Ottimo lavoro, ragazzi!","Vi klarede det! Sådan, venner!","Supergirl : Et c'est bon¬! Beau boulot, les gars¬!","Supergirl: Gelukt. Goed gedaan, jongens.","Supergirl: ¡Lo tenemos! ¡Buen trabajo!"
"DX_SUPERGIRL_WERENOTSTUCK","All","Subtitle","Supergirl: We're not stuck looping around the sun or something, are we? I've, uh, heard that can happen... to some people...","Supergirl: We're not stuck looping around the sun or something, are we? I've, uh, heard that can happen... to some people...","Supergirl : On ne va pas tourner autour du soleil pour toujours, si¬? J'ai entendu que ça pouvait arriver... à certaines personnes...","Supergirl: Wir sausen doch jetzt nicht gerade für alle Unendlichkeit um die Sonne, oder? Ich, äh, hab gehört, dass einem so was passieren kann¬...","Supergirl: No estaremos en un bucle dando vueltas al sol, ¿no? Eh... He oído que a veces sucede... A alguna gente...","Supergirl: Non è che resteremo qui a girare in tondo attorno al sole, vero? Ho sentito che può capitare...","Vi sidder ikke fast i et kredsløb rundt om solen eller noget, vel? Jeg ... har hørt, at det kan ske ... for nogen ...","Supergirl : On ne va pas tourner autour du soleil pour toujours, si¬? J'ai entendu que ça pouvait arriver... à certaines personnes...","Supergirl: We zitten toch niet vast in een baan rond de zon ofzo? Ik heb gehoord dat het kan gebeuren. Bij bepaalde mensen.","Supergirl: No estamos atascados dándole vueltas al sol o algo así, ¿verdad? Eh, escuché que eso puede suceder... con algunas personas..."
"DX_SUPERGIRL_WHEREAMIOH","All","Subtitle","Supergirl: Where am I? Oh, whatever. Time for another adventure!","Supergirl: Where am I? Oh, whatever. Time for another adventure!","Supergirl : Où suis-je¬? Oh, peu importe. Une autre aventure m'attend¬!","Supergirl: Wo bin ich hier? Ach, egal. Zeit für ein neues Abenteuer!","Supergirl: ¿Dónde estoy? Bueno, qué más da. ¡Hora de otra aventura!","Supergirl: Dove sono? Non importa. Dovunque sia, è tempo di avventura!","Hvor er jeg? Nå, pyt med det. Jeg skal bare på eventyr!","Supergirl : Où suis-je¬? Oh, peu importe. Une autre aventure m'attend¬!","Supergirl: Waar ben ik? Ach, maakt ook niet uit. Tijd voor een nieuw avontuur.","Supergirl: ¿Dónde estoy? Ah, como sea. ¡Hora de otra aventura!"
"DX_SUPERGIRL_WHOAHIMOKAY","All","Subtitle","Supergirl: Whoah! I'm okay? Almost felt like we had some sort of crisis on our hands there!","Supergirl: Whoah! I'm okay? Almost felt like we had some sort of crisis on our hands there!","Supergirl : Ouah¬! Je suis vivante¬? J'ai bien cru qu'on avait un problème pendant un moment¬!","Supergirl: Uff! Alles noch dran! Kam mir fast so vor, als ob wir in eine schwere Krise geraten wären!","Supergirl: ¡Guaau! ¿Estoy bien? ¡Me siento como si hubiera alguna clase de crisis en marcha!","Supergirl: Woah! Ehi, sto bene? Credo che ci sia un problema da risolvere in fretta!","Er jeg okay? Det føltes lidt, som om vi lige havde en krisesituation.","Supergirl : Ouah¬! Je suis vivante¬? J'ai bien cru qu'on avait un problème pendant un moment¬!","Supergirl: Ik ben nog heel? Het leek even helemaal mis te gaan daarnet.","Supergirl: ¡Vaya! ¿Estoy bien? ¡Sentí como si estuviéramos teniendo una clase de crisis entre manos!"
"DX_SUPERGIRL_WHOAHTHATIS","All","Subtitle","Supergirl: Whoah! That is definitely not me! Oh, wait... It actually *is* me! And a GOOD me! Sweet!","Supergirl: Whoah! That is definitely not me! Oh, wait... It actually *is* me! And a GOOD me! Sweet!","Supergirl : Ouah¬! Ce n'est vraiment pas moi¬! Oh, attendez... Mais si, c'est moi¬! Et je suis pas mal du tout¬! Cool¬!","Supergirl: Sekunde mal! Das bin definitiv nicht ich! Oder¬... doch, das BIN ich! Und zwar ein gutes Ich! Schick!","Supergirl: ¡Guau! Esa no puedo ser yo... Espera, ¡es que soy yo! ¡Y una yo buena! ¡Qué bien!","Supergirl: Ah! Questa non sono io! Un momento... No no, sono *proprio* io! E una versione BUONA di me!","Det er helt sikkert ikke mig. Næ, vent ... Det er faktisk mig! Og en god mig, endda. Fedt!","Supergirl : Ouah¬! Ce n'est vraiment pas moi¬! Oh, attendez... Mais si, c'est moi¬! Et je suis pas mal du tout¬! Cool¬!","Supergirl: Dat ben ik echt niet. Of wacht, toch wel. En een fantastische versie ook nog. Cool.","Supergirl: ¡Guau! ¡Definitivamente esa no soy yo! Oh, espera... ¡Sí soy yo! ¡Y una yo buena! ¡Genial!"
"DX_SUPERGIRL_WHYDOIGETTHE","All","Subtitle","Supergirl: Why do I get the feeling this just isn't going to work out for me?","Supergirl: Why do I get the feeling this just isn't going to work out for me?","Supergirl : J'ai comme l'impression que ça ne va pas être facile pour moi...","Supergirl: Warum habe ich bloß das Gefühl, dass das nicht klappen wird?","Supergirl: ¿Por qué tengo la sensación de que esto conmigo no va a funcionar?","Supergirl: Ho come la sensazione che non riuscirò a farlo funzionare...","Hvorfor virker det, som om det her bare ikke kommer til at spille for mig?","Supergirl : J'ai comme l'impression que ça ne va pas être facile pour moi...","Supergirl: Waarom heb ik het gevoel dat dit gewoon niks wordt?","Supergirl: ¿Por qué me da la impresión de que esto no va a funcionar para mí?"
"DX_SUPERGIRL_WOWTHISISPRETTY","All","Subtitle","Supergirl: Wow. This is pretty cool! Just hope Harley Quinn hasn't rigged this thing with an ejector seat or something...","Supergirl: Wow. This is pretty cool! Just hope Harley Quinn hasn't rigged this thing with an ejector seat or something...","Supergirl : Ouah. C'est trop cool¬! J'espère que Harley Quinn n'a pas installé de siège éjectable ou un truc du genre...","Supergirl: Wow, ziemlich cooles Teil! Ich hoffe nur, Harley Quinn hat hier keinen geheimen Schleudersitz oder so was eingebaut¬...","Supergirl: ¡Esto es genial! Espero que Harley Quinn no haya preparado esto con un asiento eyectable.","Supergirl: Wow. Fantastico! Spero solo che Harley Quinn non abbia dotato questo affare di un sedile eiettabile.","Det er ret sejt. Jeg håber bare ikke, at Harley Quinn har bygget et katapultsæde ind i den ...","Supergirl : Ouah. C'est trop cool¬! J'espère que Harley Quinn n'a pas installé de siège éjectable ou un truc du genre...","Supergirl: Dit is echt cool. Nu maar hopen dat Harley Quinn er geen schietstoel in heeft gezet of zo.","Supergirl: Vaya. ¡Esto es increíble! Espero que Harley Quinn no lo haya estropeado con un asiento expulsor o algo así..."
"DX_SUPERGIRL_YOUHAVEA","All","Subtitle","Supergirl: You have a spaceship? Me too! Well, mine's more of a pod... but... it was *in* space!","Supergirl: You have a spaceship? Me too! Well, mine's more of a pod... but... it was *in* space!","Supergirl : Tu as un vaisseau spatial¬? Moi aussi¬! Enfin, c'est plus une capsule... mais... elle volait dans l'espace¬!","Supergirl: Du hast ein Raumschiff? Ich auch! Naja, meins ist eher 'ne Raumkapsel¬... aber es war im Weltraum!","Supergirl: ¿Tienes una nave? ¡Yo también! Bueno, la mía es una cápsula, más bien. ¡Pero espacial!","Supergirl: Hai un'astronave? Anch'io! Beh, la mia è più una capsula... Ma è spaziale, questo è sicuro!","Har du et rumskib? Også mig! Eller, mit er måske mere en rumkapsel, men altså - den var i rummet!","Supergirl : Tu as un vaisseau spatial¬? Moi aussi¬! Enfin, c'est plus une capsule... mais... elle volait dans l'espace¬!","Supergirl: Je hebt een ruimteschip? Ik ook. Nou ja, eerder een capsule, maar hij was wel in de ruimte.","Supergirl: ¿Tienes una nave? ¡Yo también! Bueno, la mía es más como una vaina... pero... ¡estuvo en el espacio!"
"DX_SUPERGIRL_YOURESOMESORTOF","All","Subtitle","Supergirl: You're some sort of secret agent? Cool! I'm kinda one too but, uh, don't tell anyone about that, okay?","Supergirl: You're some sort of secret agent? Cool! I'm kinda one too but, uh, don't tell anyone about that, okay?","Supergirl : Tu es une sorte d'agent secret¬? Cool¬! Moi aussi, en quelque sorte, mais ne le dis à personne, hein¬?","Supergirl: Bist du so 'ne Art Geheimagent? Cool! Ich irgendwie auch, aber, äh, erzähl's bitte nicht rum, okay?","Supergirl: ¿Eres una especie de agente secreto? ¡Mola! Yo también, más o menos, pero no se lo digas a nadie, ¿eh?","Supergirl: Sei una specie di agente segreto? Fico! Anch'io, più o meno... ma non dirlo a nessuno, OK?","Er du en slags hemmelig agent? Sejt! Det er jeg faktisk også, men du må ikke sige det til nogen, vel?","Supergirl : Tu es une sorte d'agent secret¬? Cool¬! Moi aussi, en quelque sorte, mais ne le dis à personne, hein¬?","Supergirl: Je bent een soort geheim agent? Gaaf. Ik ook, min of meer. Niet doorvertellen, hè?","Supergirl: ¿Así que eres alguna clase de agente secreto? ¡Genial! Yo también, pero, eh, no le digas a nadie, ¿sí?"
